trash_generated_today,trash_generated_yesterday,trash_generated_2_days_ago,day_of_week_tomorrow,is_weekend_tomorrow,is_holiday_tomorrow,target_trash_generated_tomorrow
35.41,64.59,43.34,4,0,0.0,80.45
80.45,35.41,64.59,5,1,0.0,78.4
78.4,80.45,35.41,6,1,0.0,66.03
66.03,78.4,80.45,0,0,0.0,33.97
33.97,66.03,78.4,1,0,0.0,53.97
53.97,33.97,66.03,2,0,1.0,46.03
46.03,53.97,33.97,3,0,0.0,66.94
66.94,46.03,53.97,4,0,0.0,33.06
33.06,66.94,46.03,5,1,0.0,67.05
67.05,33.06,66.94,6,1,0.0,32.95
32.95,67.05,33.06,0,0,0.0,62.45
62.45,32.95,67.05,1,0,0.0,37.55
37.55,62.45,32.95,2,0,0.0,62.81
62.81,37.55,62.45,3,0,0.0,37.19
37.19,62.81,37.55,4,0,0.0,64.82
64.82,37.19,62.81,5,1,0.0,35.18000000000001
35.18000000000001,64.82,37.19,6,1,0.0,82.88
82.88,35.18000000000001,64.82,0,0,0.0,63.51
63.51,82.88,35.18000000000001,1,0,0.0,36.49
36.49,63.51,82.88,2,0,0.0,58.56
58.56,36.49,63.51,3,0,0.0,41.44
41.44,58.56,36.49,4,0,0.0,70.2
70.2,41.44,58.56,5,1,0.0,73.6
73.6,70.2,41.44,6,1,0.0,79.58
79.58,73.6,70.2,0,0,0.0,57.23
57.23,79.58,73.6,1,0,1.0,42.77
42.77,57.23,79.58,2,0,0.0,52.53
52.53,42.77,57.23,3,0,0.0,47.47
47.47,52.53,42.77,4,0,0.0,86.34
86.34,47.47,52.53,5,1,0.0,62.67
62.67,86.34,47.47,6,1,0.0,37.33
37.33,62.67,86.34,0,0,0.0,54.49
54.49,37.33,62.67,1,0,0.0,45.51
45.51,54.49,37.33,2,0,0.0,67.18
67.18,45.51,54.49,3,0,0.0,32.81999999999999
32.81999999999999,67.18,45.51,4,0,1.0,91.98
91.98,32.81999999999999,67.18,5,1,1.0,83.49
83.49,91.98,32.81999999999999,6,1,1.0,100.0
100.0,83.49,91.98,0,0,1.0,68.74
68.74,100.0,83.49,1,0,0.0,31.260000000000005
31.260000000000005,68.74,100.0,2,0,0.0,73.41
73.41,31.260000000000005,68.74,3,0,0.0,59.37
59.37,73.41,31.260000000000005,4,0,0.0,40.63
40.63,59.37,73.41,5,1,0.0,79.88
79.88,40.63,59.37,6,1,0.0,81.6
81.6,79.88,40.63,0,0,0.0,54.89
54.89,81.6,79.88,1,0,0.0,45.11
45.11,54.89,81.6,2,0,0.0,72.71
72.71,45.11,54.89,3,0,0.0,67.63
67.63,72.71,45.11,4,0,0.0,32.370000000000005
32.370000000000005,67.63,72.71,5,1,0.0,83.87
83.87,32.370000000000005,67.63,6,1,0.0,65.69
65.69,83.87,32.370000000000005,0,0,0.0,34.31
34.31,65.69,83.87,1,0,0.0,69.51
69.51,34.31,65.69,2,0,0.0,30.489999999999995
30.489999999999995,69.51,34.31,3,0,0.0,54.42
54.42,30.489999999999995,69.51,4,0,0.0,45.58
45.58,54.42,30.489999999999995,5,1,0.0,69.7
69.7,45.58,54.42,6,1,0.0,30.299999999999997
30.299999999999997,69.7,45.58,0,0,0.0,64.07
64.07,30.299999999999997,69.7,1,0,0.0,35.93000000000001
35.93000000000001,64.07,30.299999999999997,2,0,0.0,66.32
66.32,35.93000000000001,64.07,3,0,0.0,33.68000000000001
33.68000000000001,66.32,35.93000000000001,4,0,0.0,69.5
69.5,33.68000000000001,66.32,5,1,0.0,30.5
30.5,69.5,33.68000000000001,6,1,0.0,85.3
85.3,30.5,69.5,0,0,0.0,67.2
67.2,85.3,30.5,1,0,0.0,32.8
32.8,67.2,85.3,2,0,0.0,53.65
53.65,32.8,67.2,3,0,0.0,46.35
46.35,53.65,32.8,4,0,0.0,75.92
75.92,46.35,53.65,5,1,0.0,83.75
83.75,75.92,46.35,6,1,0.0,84.44
84.44,83.75,75.92,0,0,0.0,59.9
59.9,84.44,83.75,1,0,0.0,40.1
40.1,59.9,84.44,2,0,0.0,54.13
54.13,40.1,59.9,3,0,0.0,45.87
45.87,54.13,40.1,4,0,0.0,83.16
83.16,45.87,54.13,5,1,0.0,61.79
61.79,83.16,45.87,6,1,0.0,38.21
38.21,61.79,83.16,0,0,1.0,77.18
77.18,38.21,61.79,1,0,0.0,54.83
54.83,77.18,38.21,2,0,0.0,45.17
45.17,54.83,77.18,3,0,0.0,64.27
64.27,45.17,54.83,4,0,0.0,35.730000000000004
