bin_id,date,fullness_today,is_holiday_today,pickup_today
BIN_A03,2024-03-24,98.49,0,1
BIN_A03,2024-03-25,34.35,0,0
BIN_A03,2024-03-26,62.67,0,0
BIN_A03,2024-03-27,90.89,0,1
BIN_A03,2024-03-28,29.31,0,0
BIN_A03,2024-03-29,60.78,0,0
BIN_A03,2024-03-30,91.75,0,1
BIN_A03,2024-03-31,34.08,0,0
BIN_A03,2024-04-01,64.07,0,0
BIN_A03,2024-04-02,94.9,0,1
BIN_A03,2024-04-03,34.6,0,0
BIN_A03,2024-04-04,62.86,0,0
BIN_A03,2024-04-05,96.9,0,1
BIN_A03,2024-04-06,34.4,0,0
BIN_A03,2024-04-07,65.4,0,0
BIN_A03,2024-04-08,94.63,0,1
BIN_A03,2024-04-09,31.77,0,0
BIN_A03,2024-04-10,72.85,1,0
BIN_A03,2024-04-11,100.0,0,1
BIN_A03,2024-04-12,34.68,0,0
BIN_A03,2024-04-13,67.52,0,0
BIN_A03,2024-04-14,100.0,0,1
BIN_A03,2024-04-15,31.18,0,0
BIN_A03,2024-04-16,59.79,0,0
BIN_A03,2024-04-17,90.39,0,1
BIN_A03,2024-04-18,30.73,0,0
BIN_A03,2024-04-19,64.29,0,0
BIN_A03,2024-04-20,96.31,0,1
BIN_A03,2024-04-21,37.49,0,0
BIN_A03,2024-04-22,67.84,0,0
BIN_A03,2024-04-23,96.02,0,1
BIN_A03,2024-04-24,32.09,0,0
BIN_A03,2024-04-25,61.93,0,0
BIN_A03,2024-04-26,95.07,0,1
BIN_A03,2024-04-27,36.27,0,0
BIN_A03,2024-04-28,67.86,0,0
BIN_A03,2024-04-29,96.94,0,1
BIN_A03,2024-04-30,46.23,1,0
BIN_A03,2024-05-01,77.14,0,0
BIN_A03,2024-05-02,100.0,0,1
BIN_A03,2024-05-03,34.25,0,0
BIN_A03,2024-05-04,68.16,0,0
BIN_A03,2024-05-05,99.2,0,1
BIN_A03,2024-05-06,30.91,0,0
BIN_A03,2024-05-07,60.26,0,0
BIN_A03,2024-05-08,88.68,0,1
BIN_A03,2024-05-09,34.31,0,0
BIN_A03,2024-05-10,77.84,1,0
BIN_A03,2024-05-11,100.0,1,1
BIN_A03,2024-05-12,51.19,1,0
BIN_A03,2024-05-13,92.11,1,1
BIN_A03,2024-05-14,32.23,0,0
BIN_A03,2024-05-15,61.53,0,0
BIN_A03,2024-05-16,89.89,0,1
BIN_A03,2024-05-17,35.44,0,0
BIN_A03,2024-05-18,68.42,0,0
BIN_A03,2024-05-19,100.0,0,1
BIN_A03,2024-05-20,32.96,0,0
BIN_A03,2024-05-21,63.18,0,0
BIN_A03,2024-05-22,92.01,0,1
BIN_A03,2024-05-23,35.34,0,0
BIN_A03,2024-05-24,67.62,0,0
BIN_A03,2024-05-25,99.53,0,1
BIN_A03,2024-05-26,38.4,0,0
BIN_A03,2024-05-27,69.28,0,0
BIN_A03,2024-05-28,99.63,0,1
BIN_A03,2024-05-29,33.84,0,0
BIN_A03,2024-05-30,62.13,0,0
BIN_A03,2024-05-31,94.82,0,1
BIN_A03,2024-06-01,31.74,0,0
BIN_A03,2024-06-02,63.5,0,0
BIN_A03,2024-06-03,92.75,0,1
BIN_A03,2024-06-04,31.43,0,0
BIN_A03,2024-06-05,61.61,0,0
BIN_A03,2024-06-06,91.06,0,1
BIN_A03,2024-06-07,35.97,0,0
BIN_A03,2024-06-08,69.28,0,0
BIN_A03,2024-06-09,100.0,0,1
BIN_A03,2024-06-10,35.13,0,0
BIN_A03,2024-06-11,63.75,0,0
BIN_A03,2024-06-12,92.53,0,1
BIN_A03,2024-06-13,29.0,0,0
BIN_A03,2024-06-14,60.21,0,0
BIN_A03,2024-06-15,93.94,0,1
BIN_A03,2024-06-16,36.82,0,0
BIN_A03,2024-06-17,65.12,0,0
BIN_A03,2024-06-18,94.76,0,1
BIN_A03,2024-06-19,30.8,0,0
BIN_A03,2024-06-20,60.27,0,0
BIN_A03,2024-06-21,91.98,0,1
BIN_A03,2024-06-22,34.98,0,0
BIN_A03,2024-06-23,68.23,0,0
BIN_A03,2024-06-24,100.0,1,1
BIN_A03,2024-06-25,31.22,0,0
BIN_A03,2024-06-26,60.72,0,0
BIN_A03,2024-06-27,90.43,0,1
BIN_A03,2024-06-28,33.27,0,0
