bin_id,date,fullness_today,is_holiday_today,pickup_today
BIN_A02,2024-05-07,41.85,0,0
BIN_A02,2024-05-08,59.11,0,0
BIN_A02,2024-05-09,84.47,0,0
BIN_A02,2024-05-10,100.0,0,1
BIN_A02,2024-05-11,27.95,0,0
BIN_A02,2024-05-12,53.99,0,0
BIN_A02,2024-05-13,78.54,0,0
BIN_A02,2024-05-14,100.0,0,1
BIN_A02,2024-05-15,26.04,0,0
BIN_A02,2024-05-16,48.61,0,0
BIN_A02,2024-05-17,74.13,0,0
BIN_A02,2024-05-18,100.0,0,1
BIN_A02,2024-05-19,32.92,0,0
BIN_A02,2024-05-20,54.9,0,0
BIN_A02,2024-05-21,80.44,0,0
BIN_A02,2024-05-22,100.0,0,1
BIN_A02,2024-05-23,19.37,0,0
BIN_A02,2024-05-24,55.69,0,0
BIN_A02,2024-05-25,88.17,0,1
BIN_A02,2024-05-26,32.87,0,0
BIN_A02,2024-05-27,52.89,0,0
BIN_A02,2024-05-28,73.42,0,0
BIN_A02,2024-05-29,99.19,0,1
BIN_A02,2024-05-30,77.26,1,0
BIN_A02,2024-05-31,100.0,0,1
BIN_A02,2024-06-01,36.44,0,0
BIN_A02,2024-06-02,66.94,0,0
BIN_A02,2024-06-03,88.95,0,1
BIN_A02,2024-06-04,22.49,0,0
BIN_A02,2024-06-05,42.63,0,0
BIN_A02,2024-06-06,63.58,0,0
BIN_A02,2024-06-07,88.08,0,1
BIN_A02,2024-06-08,36.22,0,0
BIN_A02,2024-06-09,70.63,0,0
BIN_A02,2024-06-10,92.52,0,1
BIN_A02,2024-06-11,22.52,0,0
BIN_A02,2024-06-12,43.86,0,0
BIN_A02,2024-06-13,65.25,0,0
BIN_A02,2024-06-14,98.29,0,1
BIN_A02,2024-06-15,37.09,0,0
BIN_A02,2024-06-16,66.42,0,0
BIN_A02,2024-06-17,91.02,0,1
BIN_A02,2024-06-18,21.68,0,0
BIN_A02,2024-06-19,45.8,0,0
BIN_A02,2024-06-20,66.22,0,0
BIN_A02,2024-06-21,93.47,0,1
BIN_A02,2024-06-22,29.69,0,0
BIN_A02,2024-06-23,64.23,0,0
BIN_A02,2024-06-24,100.0,1,1
BIN_A02,2024-06-25,22.79,0,0
BIN_A02,2024-06-26,46.83,0,0
BIN_A02,2024-06-27,65.09,0,0
BIN_A02,2024-06-28,93.38,0,1
