trash_generated_today,trash_generated_yesterday,trash_generated_2_days_ago,day_of_week_tomorrow,is_weekend_tomorrow,is_holiday_tomorrow,target_trash_generated_tomorrow
22.96,26.159999999999997,18.060000000000002,1,0,0.0,28.380000000000003
28.380000000000003,22.96,26.159999999999997,2,0,0.0,23.75
23.75,28.380000000000003,22.96,3,0,0.0,21.0
21.0,23.75,28.380000000000003,4,0,0.0,30.03
30.03,21.0,23.75,5,1,0.0,14.280000000000001
14.280000000000001,30.03,21.0,6,1,0.0,13.909999999999997
13.909999999999997,14.280000000000001,30.03,0,0,0.0,29.849999999999994
29.849999999999994,13.909999999999997,14.280000000000001,1,0,0.0,19.26
19.26,29.849999999999994,13.909999999999997,2,0,0.0,24.899999999999995
24.899999999999995,19.26,29.849999999999994,3,0,0.0,18.770000000000003
18.770000000000003,24.899999999999995,19.26,4,0,0.0,18.07
18.07,18.770000000000003,24.899999999999995,5,1,0.0,14.840000000000003
14.840000000000003,18.07,18.770000000000003,6,1,0.0,34.01
34.01,14.840000000000003,18.07,0,0,0.0,26.67
26.67,34.01,14.840000000000003,1,0,0.0,23.169999999999995
23.169999999999995,26.67,34.01,2,0,1.0,16.150000000000006
16.150000000000006,23.169999999999995,26.67,3,0,0.0,29.81
29.81,16.150000000000006,23.169999999999995,4,0,0.0,19.87
19.87,29.81,16.150000000000006,5,1,0.0,22.130000000000003
22.130000000000003,19.87,29.81,6,1,0.0,24.519999999999996
24.519999999999996,22.130000000000003,19.87,0,0,0.0,20.9
20.9,24.519999999999996,22.130000000000003,1,0,0.0,19.200000000000003
19.200000000000003,20.9,24.519999999999996,2,0,0.0,24.559999999999995
24.559999999999995,19.200000000000003,20.9,3,0,0.0,19.210000000000008
19.210000000000008,24.559999999999995,19.200000000000003,4,0,0.0,16.129999999999995
16.129999999999995,19.210000000000008,24.559999999999995,5,1,0.0,19.71
19.71,16.129999999999995,19.210000000000008,6,1,0.0,23.369999999999997
23.369999999999997,19.71,16.129999999999995,0,0,0.0,27.5
27.5,23.369999999999997,19.71,1,0,0.0,24.480000000000004
24.480000000000004,27.5,23.369999999999997,2,0,0.0,23.43
23.43,24.480000000000004,27.5,3,0,0.0,25.090000000000003
25.090000000000003,23.43,24.480000000000004,4,0,0.0,16.919999999999995
16.919999999999995,25.090000000000003,23.43,5,1,0.0,23.980000000000004
23.980000000000004,16.919999999999995,25.090000000000003,6,1,0.0,32.22
32.22,23.980000000000004,16.919999999999995,0,0,0.0,25.78
25.78,32.22,23.980000000000004,1,0,1.0,25.629999999999995
25.629999999999995,25.78,32.22,2,0,0.0,16.370000000000005
16.370000000000005,25.629999999999995,25.78,3,0,0.0,13.57
13.57,16.370000000000005,25.629999999999995,4,0,0.0,27.75
27.75,13.57,16.370000000000005,5,1,0.0,30.029999999999994
30.029999999999994,27.75,13.57,6,1,0.0,28.650000000000006
28.650000000000006,30.029999999999994,27.75,0,0,0.0,23.66
23.66,28.650000000000006,30.029999999999994,1,0,0.0,17.37
17.37,23.66,28.650000000000006,2,0,0.0,14.469999999999999
14.469999999999999,17.37,23.66,3,0,0.0,13.629999999999995
13.629999999999995,14.469999999999999,17.37,4,0,1.0,30.870000000000005
30.870000000000005,13.629999999999995,14.469999999999999,5,1,1.0,19.44
19.44,30.870000000000005,13.629999999999995,6,1,1.0,29.16
29.16,19.44,30.870000000000005,0,0,1.0,20.580000000000005
20.580000000000005,29.16,19.44,1,0,0.0,19.549999999999997
19.549999999999997,20.580000000000005,29.16,2,0,0.0,30.92
30.92,19.549999999999997,20.580000000000005,3,0,0.0,14.059999999999995
14.059999999999995,30.92,19.549999999999997,4,0,0.0,14.5
14.5,14.059999999999995,30.92,5,1,0.0,17.43
17.43,14.5,14.059999999999995,6,1,0.0,23.090000000000003
23.090000000000003,17.43,14.5,0,0,0.0,16.35
16.35,23.090000000000003,17.43,1,0,0.0,27.03
27.03,16.35,23.090000000000003,2,0,0.0,12.449999999999996
12.449999999999996,27.03,16.35,3,0,0.0,24.10000000000001
24.10000000000001,12.449999999999996,27.03,4,0,0.0,13.72999999999999
13.72999999999999,24.10000000000001,12.449999999999996,5,1,0.0,29.28
29.28,13.72999999999999,24.10000000000001,6,1,0.0,30.21
30.21,29.28,13.72999999999999,0,0,0.0,19.499999999999993
19.499999999999993,30.21,29.28,1,0,0.0,21.010000000000005
21.010000000000005,19.499999999999993,30.21,2,0,0.0,29.63
29.63,21.010000000000005,19.499999999999993,3,0,0.0,16.01
16.01,29.63,21.010000000000005,4,0,0.0,27.810000000000002
27.810000000000002,16.01,29.63,5,1,0.0,26.549999999999997
26.549999999999997,27.810000000000002,16.01,6,1,0.0,23.41
23.41,26.549999999999997,27.810000000000002,0,0,0.0,16.38
16.38,23.41,26.549999999999997,1,0,0.0,22.910000000000004
22.910000000000004,16.38,23.41,2,0,0.0,20.939999999999998
20.939999999999998,22.910000000000004,16.38,3,0,0.0,13.040000000000006
13.040000000000006,20.939999999999998,22.910000000000004,4,0,0.0,33.71
33.71,13.040000000000006,20.939999999999998,5,1,0.0,14.04
14.04,33.71,13.040000000000006,6,1,0.0,15.979999999999997
15.979999999999997,14.04,33.71,0,0,0.0,17.800000000000004
17.800000000000004,15.979999999999997,14.04,1,0,0.0,18.47
18.47,17.800000000000004,15.979999999999997,2,0,0.0,16.01
16.01,18.47,17.800000000000004,3,0,0.0,17.12
17.12,16.01,18.47,4,0,0.0,20.169999999999995
20.169999999999995,17.12,16.01,5,1,0.0,30.810000000000002
30.810000000000002,20.169999999999995,17.12,6,1,0.0,15.159999999999997
15.159999999999997,30.810000000000002,20.169999999999995,0,0,0.0,24.4
24.4,15.159999999999997,30.810000000000002,1,0,0.0,14.240000000000002
14.240000000000002,24.4,15.159999999999997,2,0,0.0,24.03
24.03,14.240000000000002,24.4,3,0,0.0,22.89
22.89,24.03,14.240000000000002,4,0,0.0,20.32
20.32,22.89,24.03,5,1,0.0,24.950000000000003
24.950000000000003,20.32,22.89,6,1,0.0,15.329999999999998
15.329999999999998,24.950000000000003,20.32,0,0,1.0,15.449999999999996
15.449999999999996,15.329999999999998,24.950000000000003,1,0,0.0,23.950000000000003
23.950000000000003,15.449999999999996,15.329999999999998,2,0,0.0,31.41
31.41,23.950000000000003,15.449999999999996,3,0,0.0,13.580000000000002
13.580000000000002,31.41,23.950000000000003,4,0,0.0,23.690000000000005
