trash_generated_today,trash_generated_yesterday,trash_generated_2_days_ago,day_of_week_tomorrow,is_weekend_tomorrow,is_holiday_tomorrow,target_trash_generated_tomorrow
19.340000000000003,23.68,25.729999999999997,4,0,0.0,35.67
35.67,19.340000000000003,23.68,5,1,0.0,30.179999999999993
30.179999999999993,35.67,19.340000000000003,6,1,0.0,24.72
24.72,30.179999999999993,35.67,0,0,0.0,21.51
21.51,24.72,30.179999999999993,1,0,0.0,20.779999999999998
20.779999999999998,21.51,24.72,2,0,0.0,23.470000000000006
23.470000000000006,20.779999999999998,21.51,3,0,1.0,34.239999999999995
34.239999999999995,23.470000000000006,20.779999999999998,4,0,0.0,27.88
27.88,34.239999999999995,23.470000000000006,5,1,0.0,30.26
30.26,27.88,34.239999999999995,6,1,0.0,33.040000000000006
33.040000000000006,30.26,27.88,0,0,0.0,23.32
23.32,33.040000000000006,30.26,1,0,0.0,24.380000000000003
24.380000000000003,23.32,33.040000000000006,2,0,0.0,22.560000000000002
22.560000000000002,24.380000000000003,23.32,3,0,0.0,19.11999999999999
19.11999999999999,22.560000000000002,24.380000000000003,4,0,0.0,34.02
34.02,19.11999999999999,22.560000000000002,5,1,0.0,31.199999999999996
31.199999999999996,34.02,19.11999999999999,6,1,0.0,30.159999999999997
30.159999999999997,31.199999999999996,34.02,0,0,0.0,22.92
22.92,30.159999999999997,31.199999999999996,1,0,0.0,19.29
19.29,22.92,30.159999999999997,2,0,0.0,23.65
23.65,19.29,22.92,3,0,0.0,24.060000000000002
24.060000000000002,23.65,19.29,4,0,0.0,27.59
27.59,24.060000000000002,23.65,5,1,0.0,25.62
25.62,27.59,24.060000000000002,6,1,0.0,26.639999999999993
26.639999999999993,25.62,27.59,0,0,0.0,20.150000000000006
20.150000000000006,26.639999999999993,25.62,1,0,0.0,27.87
27.87,20.150000000000006,26.639999999999993,2,0,0.0,17.59
17.59,27.87,20.150000000000006,3,0,0.0,18.830000000000005
18.830000000000005,17.59,27.87,4,0,0.0,30.47
30.47,18.830000000000005,17.59,5,1,0.0,31.09
31.09,30.47,18.830000000000005,6,1,0.0,34.81
34.81,31.09,30.47,0,0,0.0,23.75999999999999
23.75999999999999,34.81,31.09,1,0,0.0,19.57
19.57,23.75999999999999,34.81,2,0,0.0,19.86
19.86,19.57,23.75999999999999,3,0,0.0,20.4
20.4,19.86,19.57,4,0,0.0,30.58
30.58,20.4,19.86,5,1,0.0,28.13
28.13,30.58,20.4,6,1,0.0,30.650000000000002
30.650000000000002,28.13,30.58,0,0,0.0,18.709999999999994
18.709999999999994,30.650000000000002,28.13,1,0,0.0,17.540000000000006
17.540000000000006,18.709999999999994,30.650000000000002,2,0,0.0,25.02
25.02,17.540000000000006,18.709999999999994,3,0,0.0,17.070000000000004
17.070000000000004,25.02,17.540000000000006,4,0,0.0,35.39999999999999
35.39999999999999,17.070000000000004,25.02,5,1,0.0,22.510000000000005
22.510000000000005,35.39999999999999,17.070000000000004,6,1,0.0,24.91
24.91,22.510000000000005,35.39999999999999,0,0,0.0,21.45
21.45,24.91,22.510000000000005,1,0,0.0,24.489999999999995
24.489999999999995,21.45,24.91,2,0,1.0,29.150000000000006
29.150000000000006,24.489999999999995,21.45,3,0,0.0,23.92
23.92,29.150000000000006,24.489999999999995,4,0,0.0,29.979999999999997
29.979999999999997,23.92,29.150000000000006,5,1,0.0,27.940000000000005
27.940000000000005,29.979999999999997,23.92,6,1,0.0,18.159999999999997
18.159999999999997,27.940000000000005,29.979999999999997,0,0,0.0,21.16
21.16,18.159999999999997,27.940000000000005,1,0,0.0,24.919999999999998
24.919999999999998,21.16,18.159999999999997,2,0,0.0,20.11
20.11,24.919999999999998,21.16,3,0,0.0,19.019999999999996
19.019999999999996,20.11,24.919999999999998,4,0,0.0,29.49
29.49,19.019999999999996,20.11,5,1,0.0,24.970000000000002
24.970000000000002,29.49,19.019999999999996,6,1,0.0,35.4
35.4,24.970000000000002,29.49,0,0,0.0,25.53
25.53,35.4,24.970000000000002,1,0,0.0,22.89
22.89,25.53,35.4,2,0,0.0,25.519999999999996
25.519999999999996,22.89,25.53,3,0,0.0,19.39
19.39,25.519999999999996,22.89,4,0,0.0,27.0
27.0,19.39,25.519999999999996,5,1,0.0,30.14
30.14,27.0,19.39,6,1,0.0,26.409999999999997
26.409999999999997,30.14,27.0,0,0,0.0,16.450000000000003
16.450000000000003,26.409999999999997,30.14,1,0,1.0,61.9
61.9,16.450000000000003,26.409999999999997,2,0,0.0,21.690000000000005
21.690000000000005,61.9,16.450000000000003,3,0,0.0,16.409999999999997
16.409999999999997,21.690000000000005,61.9,4,0,0.0,29.94
29.94,16.409999999999997,21.690000000000005,5,1,0.0,31.859999999999996
31.859999999999996,29.94,16.409999999999997,6,1,0.0,30.790000000000006
30.790000000000006,31.859999999999996,29.94,0,0,0.0,19.26
19.26,30.790000000000006,31.859999999999996,1,0,0.0,22.59
22.59,19.26,30.790000000000006,2,0,0.0,17.259999999999998
17.259999999999998,22.59,19.26,3,0,0.0,25.36
25.36,17.259999999999998,22.59,4,0,0.0,15.530000000000001
15.530000000000001,25.36,17.259999999999998,5,1,0.0,27.95
27.95,15.530000000000001,25.36,6,1,0.0,26.040000000000003
26.040000000000003,27.95,15.530000000000001,0,0,0.0,24.550000000000004
24.550000000000004,26.040000000000003,27.95,1,0,0.0,21.459999999999994
21.459999999999994,24.550000000000004,26.040000000000003,2,0,0.0,26.04
26.04,21.459999999999994,24.550000000000004,3,0,0.0,22.57
22.57,26.04,21.459999999999994,4,0,0.0,25.519999999999996
25.519999999999996,22.57,26.04,5,1,0.0,25.870000000000005
25.870000000000005,25.519999999999996,22.57,6,1,0.0,32.92
32.92,25.870000000000005,25.519999999999996,0,0,0.0,21.979999999999997
21.979999999999997,32.92,25.870000000000005,1,0,0.0,25.54
25.54,21.979999999999997,32.92,2,0,0.0,19.560000000000002
19.560000000000002,25.54,21.979999999999997,3,0,0.0,19.37
19.37,19.560000000000002,25.54,4,0,0.0,36.31999999999999
36.31999999999999,19.37,19.560000000000002,5,1,0.0,32.480000000000004
32.480000000000004,36.31999999999999,19.37,6,1,0.0,32.87
32.87,32.480000000000004,36.31999999999999,0,0,0.0,20.020000000000003
20.020000000000003,32.87,32.480000000000004,1,0,0.0,20.53
20.53,20.020000000000003,32.87,2,0,0.0,25.769999999999996
25.769999999999996,20.53,20.020000000000003,3,0,1.0,77.26
77.26,25.769999999999996,20.53,4,0,0.0,22.739999999999995
22.739999999999995,77.26,25.769999999999996,5,1,0.0,36.44
36.44,22.739999999999995,77.26,6,1,0.0,30.5
30.5,36.44,22.739999999999995,0,0,0.0,22.010000000000005
22.010000000000005,30.5,36.44,1,0,0.0,22.49
22.49,22.010000000000005,30.5,2,0,0.0,20.140000000000004
20.140000000000004,22.49,22.010000000000005,3,0,0.0,20.949999999999996
20.949999999999996,20.140000000000004,22.49,4,0,0.0,24.5
24.5,20.949999999999996,20.140000000000004,5,1,0.0,36.22
36.22,24.5,20.949999999999996,6,1,0.0,34.41
34.41,36.22,24.5,0,0,0.0,21.89
21.89,34.41,36.22,1,0,0.0,22.52
22.52,21.89,34.41,2,0,0.0,21.34
21.34,22.52,21.89,3,0,0.0,21.39
21.39,21.34,22.52,4,0,0.0,33.040000000000006
33.040000000000006,21.39,21.34,5,1,0.0,37.09
37.09,33.040000000000006,21.39,6,1,0.0,29.33
29.33,37.09,33.040000000000006,0,0,0.0,24.599999999999994
24.599999999999994,29.33,37.09,1,0,0.0,21.68
21.68,24.599999999999994,29.33,2,0,0.0,24.119999999999997
24.119999999999997,21.68,24.599999999999994,3,0,0.0,20.42
20.42,24.119999999999997,21.68,4,0,0.0,27.25
27.25,20.42,24.119999999999997,5,1,0.0,29.69
29.69,27.25,20.42,6,1,0.0,34.540000000000006
34.540000000000006,29.69,27.25,0,0,1.0,35.769999999999996
35.769999999999996,34.540000000000006,29.69,1,0,0.0,22.79
22.79,35.769999999999996,34.540000000000006,2,0,0.0,24.04
24.04,22.79,35.769999999999996,3,0,0.0,18.260000000000005
18.260000000000005,24.04,22.79,4,0,0.0,28.289999999999992
