trash_generated_today,trash_generated_yesterday,trash_generated_2_days_ago,day_of_week_tomorrow,is_weekend_tomorrow,is_holiday_tomorrow,target_trash_generated_tomorrow
35.2,39.61000000000001,28.849999999999998,5,1,0.0,31.08
31.08,35.2,39.61000000000001,6,1,0.0,31.569999999999993
31.569999999999993,31.08,35.2,0,0,0.0,30.05
30.05,31.569999999999993,31.08,1,0,0.0,29.13
29.13,30.05,31.569999999999993,2,0,0.0,30.32
30.32,29.13,30.05,3,0,0.0,34.7
34.7,30.32,29.13,4,0,0.0,33.629999999999995
33.629999999999995,34.7,30.32,5,1,0.0,30.930000000000007
30.930000000000007,33.629999999999995,34.7,6,1,0.0,36.17
36.17,30.930000000000007,33.629999999999995,0,0,0.0,30.64999999999999
30.64999999999999,36.17,30.930000000000007,1,0,0.0,29.040000000000006
29.040000000000006,30.64999999999999,36.17,2,0,0.0,33.95
33.95,29.040000000000006,30.64999999999999,3,0,0.0,29.939999999999998
29.939999999999998,33.95,29.040000000000006,4,0,0.0,31.599999999999994
31.599999999999994,29.939999999999998,33.95,5,1,0.0,38.04
38.04,31.599999999999994,29.939999999999998,6,1,0.0,33.76
33.76,38.04,31.599999999999994,0,0,0.0,28.200000000000003
28.200000000000003,33.76,38.04,1,0,0.0,30.85
30.85,28.200000000000003,33.76,2,0,0.0,28.759999999999998
28.759999999999998,30.85,28.200000000000003,3,0,0.0,29.17
29.17,28.759999999999998,30.85,4,0,0.0,34.54
34.54,29.17,28.759999999999998,5,1,0.0,31.860000000000007
31.860000000000007,34.54,29.17,6,1,0.0,32.08999999999999
32.08999999999999,31.860000000000007,34.54,0,0,0.0,34.35
34.35,32.08999999999999,31.860000000000007,1,0,0.0,28.32
28.32,34.35,32.08999999999999,2,0,0.0,28.22
28.22,28.32,34.35,3,0,0.0,29.31
29.31,28.22,28.32,4,0,0.0,31.470000000000002
31.470000000000002,29.31,28.22,5,1,0.0,30.97
30.97,31.470000000000002,29.31,6,1,0.0,34.08
34.08,30.97,31.470000000000002,0,0,0.0,29.989999999999995
29.989999999999995,34.08,30.97,1,0,0.0,30.830000000000013
30.830000000000013,29.989999999999995,34.08,2,0,0.0,34.6
34.6,30.830000000000013,29.989999999999995,3,0,0.0,28.259999999999998
28.259999999999998,34.6,30.830000000000013,4,0,0.0,34.040000000000006
34.040000000000006,28.259999999999998,34.6,5,1,0.0,34.4
34.4,34.040000000000006,28.259999999999998,6,1,0.0,31.000000000000007
31.000000000000007,34.4,34.040000000000006,0,0,0.0,29.22999999999999
29.22999999999999,31.000000000000007,34.4,1,0,0.0,31.77
31.77,29.22999999999999,31.000000000000007,2,0,1.0,41.08
41.08,31.77,29.22999999999999,3,0,0.0,27.150000000000006
27.150000000000006,41.08,31.77,4,0,0.0,34.68
34.68,27.150000000000006,41.08,5,1,0.0,32.839999999999996
32.839999999999996,34.68,27.150000000000006,6,1,0.0,32.480000000000004
32.480000000000004,32.839999999999996,34.68,0,0,0.0,31.18
31.18,32.480000000000004,32.839999999999996,1,0,0.0,28.61
28.61,31.18,32.480000000000004,2,0,0.0,30.6
30.6,28.61,31.18,3,0,0.0,30.73
30.73,30.6,28.61,4,0,0.0,33.56
33.56,30.73,30.6,5,1,0.0,32.019999999999996
32.019999999999996,33.56,30.73,6,1,0.0,37.49
37.49,32.019999999999996,33.56,0,0,0.0,30.35
30.35,37.49,32.019999999999996,1,0,0.0,28.179999999999993
28.179999999999993,30.35,37.49,2,0,0.0,32.09
32.09,28.179999999999993,30.35,3,0,0.0,29.839999999999996
29.839999999999996,32.09,28.179999999999993,4,0,0.0,33.13999999999999
33.13999999999999,29.839999999999996,32.09,5,1,0.0,36.27
36.27,33.13999999999999,29.839999999999996,6,1,0.0,31.589999999999996
31.589999999999996,36.27,33.13999999999999,0,0,0.0,29.08
29.08,31.589999999999996,36.27,1,0,1.0,46.23
46.23,29.08,31.589999999999996,2,0,0.0,30.910000000000004
30.910000000000004,46.23,29.08,3,0,0.0,22.86
22.86,30.910000000000004,46.23,4,0,0.0,34.25
34.25,22.86,30.910000000000004,5,1,0.0,33.91
33.91,34.25,22.86,6,1,0.0,31.040000000000006
31.040000000000006,33.91,34.25,0,0,0.0,30.91
30.91,31.040000000000006,33.91,1,0,0.0,29.349999999999998
29.349999999999998,30.91,31.040000000000006,2,0,0.0,28.42000000000001
28.42000000000001,29.349999999999998,30.91,3,0,0.0,34.31
34.31,28.42000000000001,29.349999999999998,4,0,1.0,43.53
43.53,34.31,28.42000000000001,5,1,1.0,22.159999999999997
22.159999999999997,43.53,34.31,6,1,1.0,51.19
51.19,22.159999999999997,43.53,0,0,1.0,40.92
40.92,51.19,22.159999999999997,1,0,0.0,32.23
32.23,40.92,51.19,2,0,0.0,29.300000000000004
29.300000000000004,32.23,40.92,3,0,0.0,28.36
28.36,29.300000000000004,32.23,4,0,0.0,35.44
35.44,28.36,29.300000000000004,5,1,0.0,32.980000000000004
32.980000000000004,35.44,28.36,6,1,0.0,31.58
31.58,32.980000000000004,35.44,0,0,0.0,32.96
32.96,31.58,32.980000000000004,1,0,0.0,30.22
30.22,32.96,31.58,2,0,0.0,28.830000000000005
28.830000000000005,30.22,32.96,3,0,0.0,35.34
35.34,28.830000000000005,30.22,4,0,0.0,32.28
32.28,35.34,28.830000000000005,5,1,0.0,31.909999999999997
31.909999999999997,32.28,35.34,6,1,0.0,38.4
38.4,31.909999999999997,32.28,0,0,0.0,30.880000000000003
30.880000000000003,38.4,31.909999999999997,1,0,0.0,30.349999999999994
30.349999999999994,30.880000000000003,38.4,2,0,0.0,33.84
33.84,30.349999999999994,30.880000000000003,3,0,0.0,28.29
28.29,33.84,30.349999999999994,4,0,0.0,32.68999999999999
32.68999999999999,28.29,33.84,5,1,0.0,31.74
31.74,32.68999999999999,28.29,6,1,0.0,31.76
31.76,31.74,32.68999999999999,0,0,0.0,29.25
29.25,31.76,31.74,1,0,0.0,31.43
31.43,29.25,31.76,2,0,0.0,30.18
30.18,31.43,29.25,3,0,0.0,29.450000000000003
29.450000000000003,30.18,31.43,4,0,0.0,35.97
35.97,29.450000000000003,30.18,5,1,0.0,33.31
33.31,35.97,29.450000000000003,6,1,0.0,30.72
30.72,33.31,35.97,0,0,0.0,35.13
35.13,30.72,33.31,1,0,0.0,28.619999999999997
28.619999999999997,35.13,30.72,2,0,0.0,28.78
28.78,28.619999999999997,35.13,3,0,0.0,29.0
29.0,28.78,28.619999999999997,4,0,0.0,31.21
31.21,29.0,28.78,5,1,0.0,33.73
33.73,31.21,29.0,6,1,0.0,36.82
36.82,33.73,31.21,0,0,0.0,28.300000000000004
28.300000000000004,36.82,33.73,1,0,0.0,29.64
29.64,28.300000000000004,36.82,2,0,0.0,30.8
30.8,29.64,28.300000000000004,3,0,0.0,29.470000000000002
29.470000000000002,30.8,29.64,4,0,0.0,31.71
31.71,29.470000000000002,30.8,5,1,0.0,34.98
34.98,31.71,29.470000000000002,6,1,0.0,33.25000000000001
33.25000000000001,34.98,31.71,0,0,1.0,31.769999999999996
31.769999999999996,33.25000000000001,34.98,1,0,0.0,31.22
31.22,31.769999999999996,33.25000000000001,2,0,0.0,29.5
29.5,31.22,31.769999999999996,3,0,0.0,29.710000000000008
29.710000000000008,29.5,31.22,4,0,0.0,33.27
