bin_id,date,fullness_today,is_holiday_today,pickup_today
BIN_A05,2024-03-22,72.69,0,1
BIN_A05,2024-03-23,77.53,0,1
BIN_A05,2024-03-24,65.17,0,0
BIN_A05,2024-03-25,100.0,0,1
BIN_A05,2024-03-26,59.71,0,0
BIN_A05,2024-03-27,100.0,0,1
BIN_A05,2024-03-28,58.01,0,0
BIN_A05,2024-03-29,100.0,0,1
BIN_A05,2024-03-30,65.27,0,0
BIN_A05,2024-03-31,100.0,0,1
BIN_A05,2024-04-01,56.66,0,0
BIN_A05,2024-04-02,100.0,0,1
BIN_A05,2024-04-03,64.59,0,0
BIN_A05,2024-04-04,100.0,0,1
BIN_A05,2024-04-05,80.45,0,1
BIN_A05,2024-04-06,78.4,0,1
BIN_A05,2024-04-07,66.03,0,0
BIN_A05,2024-04-08,100.0,0,1
BIN_A05,2024-04-09,53.97,0,0
BIN_A05,2024-04-10,100.0,1,1
BIN_A05,2024-04-11,66.94,0,0
BIN_A05,2024-04-12,100.0,0,1
BIN_A05,2024-04-13,67.05,0,0
BIN_A05,2024-04-14,100.0,0,1
BIN_A05,2024-04-15,62.45,0,0
BIN_A05,2024-04-16,100.0,0,1
BIN_A05,2024-04-17,62.81,0,0
BIN_A05,2024-04-18,100.0,0,1
BIN_A05,2024-04-19,64.82,0,0
BIN_A05,2024-04-20,100.0,0,1
BIN_A05,2024-04-21,82.88,0,1
BIN_A05,2024-04-22,63.51,0,0
BIN_A05,2024-04-23,100.0,0,1
BIN_A05,2024-04-24,58.56,0,0
BIN_A05,2024-04-25,100.0,0,1
BIN_A05,2024-04-26,70.2,0,1
BIN_A05,2024-04-27,73.6,0,1
BIN_A05,2024-04-28,79.58,0,1
BIN_A05,2024-04-29,57.23,0,0
BIN_A05,2024-04-30,100.0,1,1
BIN_A05,2024-05-01,52.53,0,0
BIN_A05,2024-05-02,100.0,0,1
BIN_A05,2024-05-03,86.34,0,1
BIN_A05,2024-05-04,62.67,0,0
BIN_A05,2024-05-05,100.0,0,1
BIN_A05,2024-05-06,54.49,0,0
BIN_A05,2024-05-07,100.0,0,1
BIN_A05,2024-05-08,67.18,0,0
BIN_A05,2024-05-09,100.0,0,1
BIN_A05,2024-05-10,91.98,1,1
BIN_A05,2024-05-11,83.49,1,1
BIN_A05,2024-05-12,100.0,1,1
BIN_A05,2024-05-13,68.74,1,0
BIN_A05,2024-05-14,100.0,0,1
BIN_A05,2024-05-15,73.41,0,1
BIN_A05,2024-05-16,59.37,0,0
BIN_A05,2024-05-17,100.0,0,1
BIN_A05,2024-05-18,79.88,0,1
BIN_A05,2024-05-19,81.6,0,1
BIN_A05,2024-05-20,54.89,0,0
BIN_A05,2024-05-21,100.0,0,1
BIN_A05,2024-05-22,72.71,0,1
BIN_A05,2024-05-23,67.63,0,0
BIN_A05,2024-05-24,100.0,0,1
BIN_A05,2024-05-25,83.87,0,1
BIN_A05,2024-05-26,65.69,0,0
BIN_A05,2024-05-27,100.0,0,1
BIN_A05,2024-05-28,69.51,0,0
BIN_A05,2024-05-29,100.0,0,1
BIN_A05,2024-05-30,54.42,0,0
BIN_A05,2024-05-31,100.0,0,1
BIN_A05,2024-06-01,69.7,0,0
BIN_A05,2024-06-02,100.0,0,1
BIN_A05,2024-06-03,64.07,0,0
BIN_A05,2024-06-04,100.0,0,1
BIN_A05,2024-06-05,66.32,0,0
BIN_A05,2024-06-06,100.0,0,1
BIN_A05,2024-06-07,69.5,0,0
BIN_A05,2024-06-08,100.0,0,1
BIN_A05,2024-06-09,85.3,0,1
BIN_A05,2024-06-10,67.2,0,0
BIN_A05,2024-06-11,100.0,0,1
BIN_A05,2024-06-12,53.65,0,0
BIN_A05,2024-06-13,100.0,0,1
BIN_A05,2024-06-14,75.92,0,1
BIN_A05,2024-06-15,83.75,0,1
BIN_A05,2024-06-16,84.44,0,1
BIN_A05,2024-06-17,59.9,0,0
BIN_A05,2024-06-18,100.0,0,1
BIN_A05,2024-06-19,54.13,0,0
BIN_A05,2024-06-20,100.0,0,1
BIN_A05,2024-06-21,83.16,0,1
BIN_A05,2024-06-22,61.79,0,0
BIN_A05,2024-06-23,100.0,0,1
BIN_A05,2024-06-24,77.18,1,1
BIN_A05,2024-06-25,54.83,0,0
BIN_A05,2024-06-26,100.0,0,1
BIN_A05,2024-06-27,64.27,0,0
BIN_A05,2024-06-28,100.0,0,1
